statename,districtname,blockname,season,sector,category,crop,querytype,querytext,createdon,year,month,clean_query
MADHYA PRADESH,UJJAIN,MOHADI,,AGRICULTURE,Pest,Others,Weather,Farmer asked about pest control in Bengal gram?,2025-03-01T13:00:00,2025,3,farmer asked about pest control in bengal gram
TELANGANA,WARANGAL,RALEGAON,,HORTICULTURE,Scheme,Others,Nutrient Management,Farmer asked about government subsidy for Green gram?,2025-03-17T05:09:00,2025,3,farmer asked about government subsidy for green gram
KARNATAKA,BELAGAVI,PUSAD,,HORTICULTURE,Other,Others,Plant Protection,Farmer asked about storage method for Rice?,2025-02-05T19:25:00,2025,2,farmer asked about storage method for rice
MAHARASHTRA,AKOLA,SAKOLI,,AGRICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-02-07T23:22:00,2025,2,farmer asked about agristack helpline number 
MAHARASHTRA,AKOLA,PUSAD,,AGRICULTURE,Other,Others,Seeds,Farmer asked about irrigation schedule for Orange?,2025-01-27T10:21:00,2025,1,farmer asked about irrigation schedule for orange
UTTAR PRADESH,MEERUT,RALEGAON,,HORTICULTURE,Market,Others,Weather,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-02-05T12:32:00,2025,2,farmer asked about market information of soybean crop from wardha market 
MADHYA PRADESH,INDORE,MOHADI,,AGRICULTURE,Other,Others,Market,Farmer asked about sowing time of Soybean?,2025-01-23T09:14:00,2025,1,farmer asked about sowing time of soybean
UTTAR PRADESH,LUCKNOW,UMARKHED,,HORTICULTURE,Other,Others,Seeds,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-02-23T04:32:00,2025,2,famer asked about how to store turmeric rhizomes
TELANGANA,WARANGAL,PAUNI,,AGRICULTURE,Pest,Others,Market,Farmer asked about pest control in Tomato?,2025-01-01T17:45:00,2025,1,farmer asked about pest control in tomato
MAHARASHTRA,AKOLA,PAUNI,,HORTICULTURE,Nutrient,Others,Plant Protection,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-03-02T00:57:00,2025,3,farmer asked about fertilizer doses for citrus crop 
MAHARASHTRA,YAVATMAL,UMARKHED,,HORTICULTURE,Other,Others,Market,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-01-21T21:29:00,2025,1,famer asked about how to store turmeric rhizomes
UTTAR PRADESH,KANPUR,UMARKHED,,AGRICULTURE,Nutrient,Others,Weather,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-03-08T09:46:00,2025,3,farmer asked about fertilizer doses for citrus crop 
MAHARASHTRA,LATUR,UMARKHED,,HORTICULTURE,Nutrient,Others,Market,Farmer asked about fertilizer dose for Sesame?,2025-01-22T06:37:00,2025,1,farmer asked about fertilizer dose for sesame
UTTAR PRADESH,LUCKNOW,MOHADI,,AGRICULTURE,Pest,Others,Seeds,Farmer asked about disease management in Groundnut?,2025-01-22T17:42:00,2025,1,farmer asked about disease management in groundnut
MADHYA PRADESH,UJJAIN,PAUNI,,AGRICULTURE,Nutrient,Others,Nutrient Management,Farmer asked about nutrient spray for flowering in Orange?,2025-01-17T13:38:00,2025,1,farmer asked about nutrient spray for flowering in orange
MAHARASHTRA,NAGPUR,MOHADI,,HORTICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-03-18T05:04:00,2025,3,farmer asked about status of pradhanmantri kisan sanman nidhi yojana 
KARNATAKA,HUBBALLI,PUSAD,,AGRICULTURE,Nutrient,Others,Plant Protection,Farmer asked about fertilizer dose for Watermelon?,2025-02-24T08:50:00,2025,2,farmer asked about fertilizer dose for watermelon
KARNATAKA,HUBBALLI,SAKOLI,,AGRICULTURE,Market,Others,Government Schemes,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-03-02T01:48:00,2025,3,farmer asked about market information of soybean crop from wardha market 
KARNATAKA,HUBBALLI,UMARKHED,,HORTICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT WHICH VARIETIES ARE SUTAIBLE FOR PIGEON PEA CROP PRODUCTION ?,2025-02-14T23:28:00,2025,2,farmer asked about which varieties are sutaible for pigeon pea crop production 
MADHYA PRADESH,UJJAIN,PUSAD,,AGRICULTURE,Other,Others,Seeds,Farmer asked about suitable variety for Onion?,2025-03-02T17:08:00,2025,3,farmer asked about suitable variety for onion
TELANGANA,KARIMNAGAR,MOHADI,,HORTICULTURE,Other,Others,Weather,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-01-21T13:33:00,2025,1,famer asked about how to store turmeric rhizomes
MAHARASHTRA,YAVATMAL,MOHADI,,HORTICULTURE,Nutrient,Others,Nutrient Management,Farmer asked about fertilizer dose for Tomato?,2025-03-24T10:32:00,2025,3,farmer asked about fertilizer dose for tomato
TELANGANA,WARANGAL,PAUNI,,AGRICULTURE,Scheme,Others,Seeds,Farmer asked about government subsidy for Turmeric?,2025-03-18T10:53:00,2025,3,farmer asked about government subsidy for turmeric
MAHARASHTRA,WARDHA,PAUNI,,HORTICULTURE,Market,Others,Weather,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-02-03T11:40:00,2025,2,farmer asked about market rate of green gram in pusad market 
UTTAR PRADESH,LUCKNOW,PUSAD,,AGRICULTURE,Weather,Others,Seeds,Farmer asked about weather impact on Pigeon pea?,2025-02-11T23:01:00,2025,2,farmer asked about weather impact on pigeon pea
KARNATAKA,BELAGAVI,MOHADI,,AGRICULTURE,Other,Others,Nutrient Management,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-03-04T07:34:00,2025,3,farmer asked about harvestin time of groundnut
UTTAR PRADESH,MEERUT,PAUNI,,HORTICULTURE,Nutrient,Others,Government Schemes,Farmer asked about nutrient spray for flowering in Wheat?,2025-03-11T10:10:00,2025,3,farmer asked about nutrient spray for flowering in wheat
MADHYA PRADESH,UJJAIN,PUSAD,,AGRICULTURE,Scheme,Others,Plant Protection,Farmer asked about government subsidy for Wheat?,2025-02-27T09:40:00,2025,2,farmer asked about government subsidy for wheat
MADHYA PRADESH,BHOPAL,PAUNI,,AGRICULTURE,Market,Others,Weather,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-03-18T04:58:00,2025,3,farmer asked about market rate of bengal gram
KARNATAKA,MYSURU,RALEGAON,,HORTICULTURE,Scheme,Others,Market,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-01-10T17:52:00,2025,1,farmer asked about drip irrigation schemes 
TELANGANA,KARIMNAGAR,RALEGAON,,HORTICULTURE,Nutrient,Others,Nutrient Management,Farmer asked about fertilizer dose for Watermelon?,2025-01-07T14:20:00,2025,1,farmer asked about fertilizer dose for watermelon
MAHARASHTRA,LATUR,PAUNI,,HORTICULTURE,Other,Others,Weather,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-02-09T04:52:00,2025,2,farmer asked about control of blight attack on paddy crop 
UTTAR PRADESH,KANPUR,MOHADI,,HORTICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-01-25T09:55:00,2025,1,farmer asked about kisan credit card
KARNATAKA,HUBBALLI,PAUNI,,AGRICULTURE,Other,Others,Market,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-03-18T04:19:00,2025,3,farmer asked about kisan credit card
KARNATAKA,HUBBALLI,RALEGAON,,HORTICULTURE,Market,Others,Weather,Farmer asked about market rate of Green gram?,2025-01-28T18:29:00,2025,1,farmer asked about market rate of green gram
KARNATAKA,HUBBALLI,SAKOLI,,AGRICULTURE,Weather,Others,Seeds,Farmer asked about weather impact on Wheat?,2025-03-21T10:44:00,2025,3,farmer asked about weather impact on wheat
KARNATAKA,MYSURU,PAUNI,,AGRICULTURE,Other,Others,Nutrient Management,Farmer asked about sowing time of Sesame?,2025-03-12T18:41:00,2025,3,farmer asked about sowing time of sesame
MADHYA PRADESH,BHOPAL,UMARKHED,,AGRICULTURE,Other,Others,Weather,Farmer asked about suitable variety for Bengal gram?,2025-03-10T16:02:00,2025,3,farmer asked about suitable variety for bengal gram
TELANGANA,WARANGAL,SAKOLI,,AGRICULTURE,Other,Others,Weather,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-03-23T09:45:00,2025,3,farmer asked about kisan credit card
UTTAR PRADESH,MEERUT,SAKOLI,,AGRICULTURE,Pest,Others,Plant Protection,Farmer asked about disease management in Rice?,2025-01-30T12:53:00,2025,1,farmer asked about disease management in rice
KARNATAKA,HUBBALLI,PAUNI,,AGRICULTURE,Scheme,Others,Government Schemes,Farmer asked about government subsidy for Sugarcane?,2025-03-10T16:28:00,2025,3,farmer asked about government subsidy for sugarcane
UTTAR PRADESH,KANPUR,SAKOLI,,AGRICULTURE,Nutrient,Others,Nutrient Management,Farmer asked about fertilizer dose for Wheat?,2025-01-25T06:19:00,2025,1,farmer asked about fertilizer dose for wheat
TELANGANA,KARIMNAGAR,PUSAD,,HORTICULTURE,Nutrient,Others,Seeds,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-02-01T13:04:00,2025,2,farmer asked about use of nutrient application through spray for increasing size and quality of onion 
TELANGANA,WARANGAL,PUSAD,,HORTICULTURE,Market,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-03-23T05:25:00,2025,3,farmer asked about market rate of tur in latur market
TELANGANA,WARANGAL,UMARKHED,,HORTICULTURE,Other,Others,Market,FARMER ASKED ABOUT PRADHANMANTRI FASAL BIMA YOJANA HELPLINE NUMBER?,2025-01-25T17:09:00,2025,1,farmer asked about pradhanmantri fasal bima yojana helpline number
UTTAR PRADESH,LUCKNOW,PUSAD,,AGRICULTURE,Other,Others,Government Schemes,Farmer asked about weed management in Sesame?,2025-03-18T07:03:00,2025,3,farmer asked about weed management in sesame
TELANGANA,WARANGAL,UMARKHED,,HORTICULTURE,Other,Others,Weather,FARMER ASKED ABOUT WHICH VARIETIES ARE SUTAIBLE FOR PIGEON PEA CROP PRODUCTION ?,2025-03-25T05:31:00,2025,3,farmer asked about which varieties are sutaible for pigeon pea crop production 
MADHYA PRADESH,BHOPAL,PAUNI,,HORTICULTURE,Other,Others,Market,Farmer asked about suitable variety for Sesame?,2025-03-13T08:48:00,2025,3,farmer asked about suitable variety for sesame
UTTAR PRADESH,LUCKNOW,PAUNI,,HORTICULTURE,Other,Others,Nutrient Management,Farmer asked about crop insurance for Maize?,2025-03-10T15:33:00,2025,3,farmer asked about crop insurance for maize
MAHARASHTRA,NAGPUR,MOHADI,,HORTICULTURE,Nutrient,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-02-13T18:14:00,2025,2,farmer asked about fertilizer dose for soybean crop
TELANGANA,WARANGAL,MOHADI,,AGRICULTURE,Other,Others,Seeds,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-02-06T23:49:00,2025,2,farmer asked about status of pradhanmantri kisan sanman nidhi yojana 
UTTAR PRADESH,KANPUR,MOHADI,,HORTICULTURE,Nutrient,Others,Market,Farmer asked about nutrient spray for flowering in Sesame?,2025-03-15T05:47:00,2025,3,farmer asked about nutrient spray for flowering in sesame
MADHYA PRADESH,INDORE,UMARKHED,,HORTICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-01-31T07:22:00,2025,1,farmer asked about control blight attack in green gram 
TELANGANA,KARIMNAGAR,RALEGAON,,HORTICULTURE,Market,Others,Government Schemes,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-02-24T19:01:00,2025,2,farmer asked about market rate of bengal gram
MAHARASHTRA,LATUR,SAKOLI,,HORTICULTURE,Other,Others,Weather,Farmer asked about crop insurance for Sesame?,2025-03-17T09:39:00,2025,3,farmer asked about crop insurance for sesame
UTTAR PRADESH,MEERUT,SAKOLI,,AGRICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-03-06T04:53:00,2025,3,farmer asked about control of blight attack on paddy crop 
UTTAR PRADESH,KANPUR,SAKOLI,,AGRICULTURE,Pest,Others,Market,Farmer asked about pest control in Watermelon?,2025-01-25T15:21:00,2025,1,farmer asked about pest control in watermelon
UTTAR PRADESH,MEERUT,RALEGAON,,HORTICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-03-12T14:02:00,2025,3,farmer asked about control blight attack in green gram 
TELANGANA,KARIMNAGAR,SAKOLI,,HORTICULTURE,Nutrient,Others,Plant Protection,Farmer asked about fertilizer dose for Pigeon pea?,2025-01-23T10:23:00,2025,1,farmer asked about fertilizer dose for pigeon pea
TELANGANA,KARIMNAGAR,RALEGAON,,HORTICULTURE,Nutrient,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-02-18T00:03:00,2025,2,farmer asked about fertilizer doses for citrus crop 
KARNATAKA,BELAGAVI,PAUNI,,AGRICULTURE,Other,Others,Seeds,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-01-31T14:25:00,2025,1,farmer asked about agristack helpline number 
UTTAR PRADESH,KANPUR,SAKOLI,,HORTICULTURE,Other,Others,Seeds,Farmer asked about weed management in Wheat?,2025-02-14T15:27:00,2025,2,farmer asked about weed management in wheat
MADHYA PRADESH,UJJAIN,RALEGAON,,HORTICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-01-02T00:55:00,2025,1,farmer asked about farmer id card problem
MADHYA PRADESH,INDORE,MOHADI,,AGRICULTURE,Nutrient,Others,Seeds,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-01-16T17:24:00,2025,1,farmer asked about use of nutrient application through spray for increasing size and quality of onion 
MADHYA PRADESH,UJJAIN,RALEGAON,,AGRICULTURE,Nutrient,Others,Market,Farmer asked about fertilizer dose for Sugarcane?,2025-01-13T08:46:00,2025,1,farmer asked about fertilizer dose for sugarcane
MAHARASHTRA,NAGPUR,RALEGAON,,AGRICULTURE,Other,Others,Seeds,Farmer asked about suitable variety for Bengal gram?,2025-03-04T17:19:00,2025,3,farmer asked about suitable variety for bengal gram
TELANGANA,KARIMNAGAR,SAKOLI,,AGRICULTURE,Weather,Others,Nutrient Management,Farmer asked about weather impact on Green gram?,2025-01-03T19:47:00,2025,1,farmer asked about weather impact on green gram
MAHARASHTRA,YAVATMAL,PAUNI,,AGRICULTURE,Pest,Others,Seeds,Farmer asked about pest control in Wheat?,2025-01-18T01:36:00,2025,1,farmer asked about pest control in wheat
UTTAR PRADESH,LUCKNOW,MOHADI,,HORTICULTURE,Other,Others,Market,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-01-20T03:37:00,2025,1,farmer asked about harvestin time of groundnut
UTTAR PRADESH,LUCKNOW,RALEGAON,,HORTICULTURE,Weather,Others,Seeds,Farmer asked about weather impact on Cotton?,2025-03-04T10:04:00,2025,3,farmer asked about weather impact on cotton
MADHYA PRADESH,UJJAIN,UMARKHED,,AGRICULTURE,Nutrient,Others,Market,Farmer asked about nutrient spray for flowering in Rice?,2025-02-03T17:53:00,2025,2,farmer asked about nutrient spray for flowering in rice
UTTAR PRADESH,KANPUR,MOHADI,,HORTICULTURE,Other,Others,Weather,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-02-22T14:05:00,2025,2,farmer asked about status of pradhanmantri kisan sanman nidhi yojana 
UTTAR PRADESH,KANPUR,PUSAD,,AGRICULTURE,Scheme,Others,Seeds,Farmer asked about government subsidy for Rice?,2025-01-26T13:14:00,2025,1,farmer asked about government subsidy for rice
KARNATAKA,HUBBALLI,SAKOLI,,AGRICULTURE,Nutrient,Others,Government Schemes,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-03-06T18:23:00,2025,3,farmer asked about fertilizer doses for citrus crop 
UTTAR PRADESH,KANPUR,RALEGAON,,AGRICULTURE,Weather,Others,Seeds,Farmer asked about weather impact on Bengal gram?,2025-02-05T13:50:00,2025,2,farmer asked about weather impact on bengal gram
KARNATAKA,HUBBALLI,MOHADI,,AGRICULTURE,Nutrient,Others,Market,Farmer asked about fertilizer dose for Bengal gram?,2025-01-01T15:09:00,2025,1,farmer asked about fertilizer dose for bengal gram
UTTAR PRADESH,KANPUR,SAKOLI,,HORTICULTURE,Other,Others,Nutrient Management,"FARMER ASKED ABOUT SPRAY FOR CONTROL OF APHIDS, JASSIDS, THRIPS, WHITEFLY ATTACK ON CROP ?",2025-03-18T06:25:00,2025,3,farmer asked about spray for control of aphids jassids thrips whitefly attack on crop 
TELANGANA,KARIMNAGAR,MOHADI,,AGRICULTURE,Other,Others,Market,Farmer asked about crop insurance for Chilli?,2025-02-04T15:51:00,2025,2,farmer asked about crop insurance for chilli
KARNATAKA,MYSURU,SAKOLI,,AGRICULTURE,Scheme,Others,Market,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-01-13T02:58:00,2025,1,farmer asked about drip irrigation schemes 
MAHARASHTRA,NAGPUR,RALEGAON,,HORTICULTURE,Market,Others,Weather,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-03-11T05:59:00,2025,3,farmer asked about market rate of green gram in pusad market 
TELANGANA,WARANGAL,MOHADI,,HORTICULTURE,Other,Others,Nutrient Management,Farmer asked about irrigation schedule for Wheat?,2025-02-24T14:51:00,2025,2,farmer asked about irrigation schedule for wheat
UTTAR PRADESH,LUCKNOW,UMARKHED,,AGRICULTURE,Other,Others,Government Schemes,Farmer asked about storage method for Sesame?,2025-01-07T09:15:00,2025,1,farmer asked about storage method for sesame
TELANGANA,WARANGAL,RALEGAON,,AGRICULTURE,Market,Others,Seeds,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-03-02T07:14:00,2025,3,farmer asked about market rate of turmeric crop
UTTAR PRADESH,KANPUR,SAKOLI,,AGRICULTURE,Pest,Others,Plant Protection,Farmer asked about pest control in Cotton?,2025-01-10T09:47:00,2025,1,farmer asked about pest control in cotton
TELANGANA,WARANGAL,MOHADI,,HORTICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-02-13T17:21:00,2025,2,farmer asked about sowing time turmeric crop
UTTAR PRADESH,LUCKNOW,SAKOLI,,AGRICULTURE,Scheme,Others,Plant Protection,Farmer asked about government subsidy for Soybean?,2025-01-21T09:48:00,2025,1,farmer asked about government subsidy for soybean
MADHYA PRADESH,UJJAIN,UMARKHED,,AGRICULTURE,Other,Others,Market,Farmer asked about crop insurance for Pigeon pea?,2025-01-11T02:33:00,2025,1,farmer asked about crop insurance for pigeon pea
TELANGANA,KARIMNAGAR,MOHADI,,AGRICULTURE,Nutrient,Others,Market,Farmer asked about nutrient spray for flowering in Onion?,2025-03-02T06:11:00,2025,3,farmer asked about nutrient spray for flowering in onion
MADHYA PRADESH,UJJAIN,UMARKHED,,AGRICULTURE,Other,Others,Market,Farmer asked about post harvest management in turmeric seed storage ?,2025-01-10T13:30:00,2025,1,farmer asked about post harvest management in turmeric seed storage 
TELANGANA,WARANGAL,MOHADI,,HORTICULTURE,Other,Others,Government Schemes,Farmer asked about post harvest management in turmeric seed storage ?,2025-02-10T05:49:00,2025,2,farmer asked about post harvest management in turmeric seed storage 
MADHYA PRADESH,INDORE,MOHADI,,HORTICULTURE,Weather,Others,Seeds,Farmer asked about weather impact on Turmeric?,2025-03-12T20:54:00,2025,3,farmer asked about weather impact on turmeric
MADHYA PRADESH,INDORE,SAKOLI,,AGRICULTURE,Other,Others,Weather,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-01-23T12:34:00,2025,1,farmer asked about status of pradhanmantri kisan sanman nidhi yojana 
UTTAR PRADESH,KANPUR,UMARKHED,,AGRICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-02-01T12:15:00,2025,2,farmer asked about status of pradhanmantri kisan sanman nidhi yojana 
MAHARASHTRA,AKOLA,RALEGAON,,HORTICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-01-28T02:08:00,2025,1,farmer asked about status of pradhanmantri kisan sanman nidhi yojana 
UTTAR PRADESH,MEERUT,UMARKHED,,AGRICULTURE,Pest,Others,Plant Protection,Farmer asked about pest control in Maize?,2025-01-05T11:41:00,2025,1,farmer asked about pest control in maize
MAHARASHTRA,NAGPUR,MOHADI,,HORTICULTURE,Other,Others,Plant Protection,"FARMER ASKED ABOUT SPRAY FOR CONTROL OF APHIDS, JASSIDS, THRIPS, WHITEFLY ATTACK ON CROP ?",2025-02-13T10:29:00,2025,2,farmer asked about spray for control of aphids jassids thrips whitefly attack on crop 
MADHYA PRADESH,INDORE,MOHADI,,HORTICULTURE,Other,Others,Market,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-01-21T22:18:00,2025,1,farmer asked about agristack helpline number 
MAHARASHTRA,NAGPUR,RALEGAON,,HORTICULTURE,Other,Others,Market,Farmer asked about weed management in Tomato?,2025-03-23T23:56:00,2025,3,farmer asked about weed management in tomato
MAHARASHTRA,YAVATMAL,RALEGAON,,HORTICULTURE,Pest,Others,Plant Protection,Farmer asked about pest control in Bengal gram?,2025-01-27T17:26:00,2025,1,farmer asked about pest control in bengal gram
